app_id,TYPICALITY
327690,0.016692566
655480,0.013044422
557260,0.010918704
426190,0.028767553
491770,0.141408349
524580,0.030997952
426310,0.028419593
524640,0.02215368
688480,0.028403481
655770,0.023529066
655790,0.043943363
459220,0.022501162
623080,0.042476841
459350,0.021363558
721510,0.064007693
262810,0.021034093
590530,0.047589981
656070,0.031261806
525040,0.029848493
492290,0.037805616
557880,0.036534261
525150,0.028875331
754530,0.027945662
590720,0.057482231
328590,0.024135227
689070,0.044100096
689090,0.044783998
459780,0.046527646
689160,0.02670247
295950,0.024484573
590870,0.022018086
525360,0.019628588
656450,0.048672476
525380,0.033556313
656460,0.065789216
590970,0.029875896
754810,0.027163212
722060,0.01494408
656570,0.038661694
394430,0.018347733
623810,0.034688808
623840,0.032648233
558320,0.060767876
689400,0.036676214
427270,0.021608118
623940,0.017377909
460140,0.049410587
525700,0.021883842
755150,0.027041464
427490,0.022284247
689650,0.021822078
591350,0.077167983
591380,0.036473813
493080,0.031438944
656970,0.050682497
525920,0.035463281
657010,0.042767762
493180,0.025296688
460430,0.015234199
493220,0.037008665
558790,0.05526279
689900,0.014812636
689910,0.019676181
722750,0.007418338
526180,0.040090097
657260,0.075800886
591740,0.019692594
657440,0.07157438
624680,0.03279448
657470,0.075470844
591960,0.023662533
460930,0.016046629
493710,0.064922818
592030,0.043401814
592040,0.047512144
657630,0.021972258
690400,0.064922818
592130,0.028331401
493840,0.020574025
657690,0.016673239
690560,0.012552412
592270,0.054484929
592320,0.040713847
592330,0.042160279
592340,0.051124931
461280,0.078695721
559610,0.023638878
592410,0.046820449
592450,0.436363636
526920,0.03421594
690810,0.053145684
592550,0.016866005
592600,0.051032216
756440,0.059861036
592620,0.018457906
494320,0.023614773
690930,0.028781337
527100,0.024118769
559870,0.030573715
625430,0.040863548
559910,0.020847614
559930,0.056393319
428860,0.018500435
625470,0.039453731
723780,0.02333107
723790,0.027260441
592720,0.065789216
559960,0.04513542
527280,0.016700729
428980,0.045813424
691150,0.038999335
494580,0.020926047
658510,0.016464581
494670,0.035702279
494700,0.019979
560250,0.031865977
461950,0.024171548
494720,0.048079737
658570,0.035821434
756880,0.032951863
560300,0.039244447
658660,0.037008665
625910,0.014991497
691450,0.022033003
396560,0.048446586
625940,0.049626631
429360,0.016861682
593200,0.0450897
625980,0.022173212
625990,0.026915528
593240,0.025681308
626010,0.030467792
494960,0.034048318
560510,0.078695721
691630,0.016533664
593330,0.018902905
495050,0.028189953
560640,0.033019542
626200,0.031077663
495140,0.043563467
593490,0.013227969
429660,0.020173006
528010,0.018900447
691890,0.078825196
593620,0.020538555
331480,0.033904539
691930,0.019420683
659190,0.017592655
528160,0.01739569
593700,0.064922818
757580,0.036927014
626510,0.035481864
561010,0.077167983
495520,0.051032216
626600,0.016796699
724980,0.078695721
626680,0.019077433
528430,0.052858692
364630,0.039742464
331870,0.019373187
430210,0.045564952
463020,0.02467809
659630,0.029458381
528610,0.046804602
594150,0.054311996
594160,0.056654984
430410,0.049410587
299400,0.031345296
561590,0.035463281
659900,0.030936509
561600,0.035821434
561610,0.035821434
332270,0.009398929
561770,0.019126677
463480,0.078695721
692930,0.037367293
496340,0.033551759
660180,0.026210258
758500,0.047180806
594680,0.024706138
627450,0.051032216
660330,0.022599801
660340,0.047968616
627620,0.013670338
725980,0.033966276
562160,0.028185448
431120,0.028880575
529440,0.042546519
562210,0.030532314
660520,0.024852328
496690,0.069744489
562240,0.07157438
562250,0.016864486
529490,0.042972187
595030,0.052248654
496740,0.045006731
627820,0.028427464
595070,0.078521993
595140,0.078695721
627910,0.021686705
595160,0.081374371
562410,0.028606855
365810,0.016735584
562420,0.03431573
562460,0.01994301
562480,0.040957689
562490,0.034834279
496960,0.033611599
529730,0.019630115
726340,0.024979496
595280,0.00998349
529760,0.071355731
726390,0.038938052
595320,0.029572291
660880,0.021010157
693670,0.028493971
529870,0.016473302
464340,0.018043743
595420,0.025940535
595440,0.077167983
660990,0.019583059
595460,0.033905657
661000,0.053303303
431650,0.022305788
562810,0.068298367
562840,0.022599801
595640,0.027280968
628440,0.046223738
595740,0.050656294
661280,0.020261363
497440,0.06062437
497450,0.058086684
694130,0.044646191
726910,0.039693748
530370,0.026657514
726990,0.019342077
464850,0.035463281
595930,0.01495371
759800,0.02737233
628750,0.077167983
563250,0.044100096
727090,0.020341962
530510,0.023839471
497800,0.020142209
333990,0.01650874
628920,0.027189546
661740,0.064922818
727280,0.047968616
530700,0.0243501
563470,0.055094465
366910,0.0170017
563550,0.034999023
694730,0.021663132
727510,0.045813424
661990,0.017533208
367080,0.030433585
596470,0.043792922
694790,0.054112894
727640,0.025182491
268910,0.016943081
596630,0.063420208
596640,0.0433822
629430,0.019031837
268990,0.024356891
629440,0.026682961
662210,0.015779491
531140,0.016287253
760560,0.045400932
498500,0.025273955
727910,0.041035497
596870,0.041555307
629650,0.021476832
564160,0.019462144
629840,0.01983783
466130,0.030670922
630020,0.024712084
630060,0.029898367
695650,0.077918284
761280,0.020142575
368070,0.02554501
663060,0.02743808
663090,0.016464581
663110,0.02658773
663130,0.056706386
269950,0.020280979
663200,0.050981995
564900,0.025210686
532170,0.04513542
532190,0.014765107
433900,0.064922818
565020,0.022599801
696140,0.042346055
663380,0.027717485
663390,0.021941609
466810,0.040762473
434160,0.027101905
598070,0.033822977
499890,0.039868928
696500,0.024636542
237850,0.011574754
598350,0.047235733
565660,0.030106683
434600,0.023344511
598440,0.028945103
729530,0.023579829
729580,0.030431021
598530,0.047968616
467470,0.065789216
729660,0.060237202
664180,0.056393319
533170,0.020913067
402130,0.043888351
631540,0.037008665
598820,0.03481782
467810,0.035765995
664430,0.018098281
566140,0.052127184
435100,0.035602673
500670,0.049737816
468000,0.041069237
664650,0.032276219
533580,0.026943207
631920,0.016155323
631980,0.045813424
632000,0.039983684
304390,0.01793542
632070,0.020086213
697610,0.038938052
730410,0.021005128
763230,0.048186067
599420,0.054311996
566670,0.03066927
304530,0.022945473
599480,0.0450897
566780,0.023662901
665090,0.028429293
599560,0.05526279
763410,0.020135996
665120,0.038589667
501320,0.006005143
665180,0.02579838
566880,0.058086684
501350,0.043247647
697960,0.049365856
566900,0.040017953
534190,0.044663646
599750,0.027833563
534220,0.026439113
370440,0.030147846
665360,0.032023312
567060,0.035314626
567130,0.016039826
599900,0.023273706
763790,0.026615133
665490,0.039470166
599960,0.043156476
698300,0.03058384
567240,0.081374371
436180,0.009105219
698330,0.034393003
567260,0.049737816
632800,0.035049558
600090,0.052176103
731180,0.042047917
567340,0.034433588
600140,0.02682982
370800,0.036744547
665740,0.039470166
731320,0.044770399
501950,0.017197654
600280,0.019660378
665890,0.047968616
665960,0.02631886
567670,0.049737816
731590,0.021967921
600530,0.043298414
567780,0.030452974
600550,0.041505039
633320,0.035701739
502280,0.025297241
764500,0.041941478
502370,0.01086884
371310,0.016464581
633460,0.01481022
731770,0.042916534
469720,0.018898927
568040,0.052691014
731880,0.028653658
731910,0.016254287
731920,0.020031764
601010,0.023973349
535480,0.020113875
568250,0.044502461
568320,0.043302933
437250,0.011345384
568330,0.039100658
502800,0.01975767
502820,0.055094465
404530,0.029232452
240720,0.027487709
633940,0.036608141
633950,0.025686089
404590,0.016991075
568440,0.039297775
470170,0.038054009
470210,0.045831427
666860,0.01541189
634120,0.035245226
732430,0.030292868
535850,0.073855794
601420,0.081374371
372080,0.023702835
667010,0.017840382
568720,0.043005049
601490,0.052127184
601530,0.012897527
667120,0.028059596
568930,0.034909933
241300,0.037010657
601770,0.030864823
601790,0.040410775
765640,0.043789078
601810,0.042991466
503550,0.030380629
503560,0.036544137
700170,0.026019094
503580,0.044831338
405290,0.030119933
503620,0.033942407
634700,0.05173031
601940,0.050274896
536410,0.043156476
405340,0.026403029
602010,0.054112894
733090,0.065789216
667600,0.031889189
602070,0.065789216
471010,0.021520306
536560,0.044322772
602120,0.016887664
569360,0.037484099
569480,0.024598661
667800,0.054311996
569500,0.064922818
700660,0.037214767
733480,0.03030343
700740,0.03469925
635250,0.025387078
536950,0.021645434
602510,0.043799827
602520,0.020874143
733610,0.033991983
635310,0.030937109
438740,0.0190695
471550,0.020023013
668210,0.049262535
569940,0.018913531
733800,0.010583656
471700,0.029129898
635550,0.06287529
471810,0.027808776
570150,0.026435209
733990,0.030699032
635730,0.019528542
537430,0.041794518
570230,0.022129075
668630,0.034592347
603120,0.033167747
603140,0.030567799
603150,0.018939203
635940,0.029528772
341040,0.017700313
603260,0.02049524
767110,0.029652091
373930,0.010162635
603360,0.077167983
636150,0.059861036
505090,0.029993388
636170,0.039998897
734550,0.024452115
603530,0.025592978
538000,0.042331305
538070,0.040810284
570840,0.01053791
570860,0.037534607
636400,0.025314373
734750,0.034442398
570970,0.036868163
603750,0.023665606
603790,0.019074138
