app_id,cos_sim
327690,0.337782855
655480,0.626600515
557260,0.152354258
426190,0.529755812
491770,0.68070161
524580,0.515240272
426310,0.576236051
524640,0.466168765
688480,0.371892764
655770,0.439164249
655790,0.706830904
459220,0.5204165
623080,0.632486125
459350,0.45330403
721510,0.526840981
262810,0.494806764
590530,0.574164037
656070,0.600448529
525040,0.371740694
492290,0.685391483
557880,0.714746987
525150,0.577125016
754530,0.585540044
590720,0.734173409
328590,0.563975147
689070,0.758862525
689090,0.725615751
459780,0.671321863
689160,0.660576121
295950,0.675615921
590870,0.541345375
525360,0.511700227
656450,0.73339978
525380,0.638137976
656460,0.782912002
590970,0.629782986
754810,0.583511637
722060,0.527613627
656570,0.623020125
394430,0.434005566
623810,0.607079992
623840,0.715262406
558320,0.667709332
689400,0.723409779
427270,0.384683981
623940,0.520571353
460140,0.702706698
525700,0.507092553
755150,0.737870884
427490,0.378985161
689650,0.609520519
591350,0.897783767
591380,0.783487436
493080,0.805943128
656970,0.773829094
525920,0.796819073
657010,0.571087258
493180,0.50169992
460430,0.549106547
493220,0.853915933
558790,0.564593718
689900,0.411999597
689910,0.467391976
722750,0.632455532
624460,0.008309134
526180,0.50750027
657260,0.510701147
591740,0.388140123
657440,0.825318731
624680,0.571107599
657470,0.901497872
591960,0.42910304
460930,0.399949603
493710,0.861822105
592030,0.688741393
592040,0.718220596
657630,0.50715958
690400,0.861822105
592130,0.595502172
493840,0.286867755
657690,0.349876372
690560,0.232934668
592270,0.709417298
592320,0.747264786
592330,0.509821155
592340,0.834135766
461280,0.84137777
559610,0.534765506
592410,0.718306733
526920,0.63280803
690810,0.501146461
592550,0.599846445
592600,0.962250449
756440,0.829437592
592620,0.401115299
494320,0.427176246
690930,0.697015035
527100,0.437105109
559870,0.554905526
625430,0.836596343
559910,0.394683846
559930,0.781338289
428860,0.513132941
625470,0.678021682
723780,0.481135776
723790,0.642403298
592720,0.782912002
559960,0.757749528
527280,0.697492718
428980,0.796608479
691150,0.437960673
494580,0.567620817
658510,0.638930449
494670,0.561011666
494700,0.521781284
560250,0.723789906
461950,0.531889192
494720,0.755397287
658570,0.864692031
756880,0.750156127
560300,0.752658036
658660,0.853915933
625910,0.479870328
691450,0.565396481
396560,0.460277565
625940,0.782021287
429360,0.485732292
593200,0.764974077
625980,0.461023103
625990,0.597217382
593240,0.559497267
626010,0.615696615
494960,0.512958024
560510,0.84137777
691630,0.39245088
593330,0.456411298
495050,0.387696193
560640,0.659932001
626200,0.398422694
495140,0.544025302
593490,0.471406233
429660,0.42106709
528010,0.486097917
691890,0.528703599
593620,0.577362931
331480,0.612047913
691930,0.57774043
659190,0.391637178
528160,0.45450672
593700,0.861822105
757580,0.657976531
626510,0.624964509
561010,0.897783767
495520,0.962250449
626600,0.794101388
724980,0.84137777
626680,0.533936063
528430,0.691623843
364630,0.68405152
331870,0.457594102
430210,0.664622044
463020,0.692878757
659630,0.605841779
528610,0.438168162
594150,0.726930361
594160,0.657976531
430410,0.702706698
299400,0.573085422
561590,0.796819073
659900,0.813184208
561600,0.864692031
561610,0.864692031
332270,0.288020296
561770,0.492770523
463480,0.84137777
692930,0.70752282
496340,0.66113739
660180,0.626289625
758500,0.605222036
594680,0.541926736
627450,0.962250449
660330,0.526141525
660340,0.726437124
627620,0.509750279
725980,0.449246615
562160,0.561122266
431120,0.724389359
529440,0.696111194
562210,0.566552974
660520,0.552039995
496690,0.836266502
562240,0.825318731
562250,0.559674275
529490,0.581544289
595030,0.775169058
496740,0.819372301
627820,0.582186805
595070,0.584603383
595140,0.84137777
627910,0.413155505
595160,0.671036175
