app_id,cos_sim
562410,0.584752587
365810,0.478671149
562420,0.610036529
562460,0.44481973
562480,0.539516261
562490,0.653710327
496960,0.587998564
529730,0.479874324
726340,0.558904828
595280,0.362179636
529760,0.695463157
726390,0.522786346
595320,0.566184258
660880,0.599139248
693670,0.540897904
529870,0.582325136
464340,0.3726015
595420,0.764440291
595440,0.897783767
660990,0.480216305
595460,0.706459177
661000,0.741561067
431650,0.513605224
562810,0.515007743
562840,0.526141525
595640,0.573949623
628440,0.712190759
595740,0.41698574
661280,0.508048178
497440,0.663773219
497450,0.80690936
694130,0.636435552
726910,0.536270487
530370,0.527700857
726990,0.490506392
464850,0.796819073
595930,0.432016494
759800,0.845851989
628750,0.897783767
563250,0.758862525
727090,0.627555074
530510,0.469466048
497800,0.529765402
333990,0.445923503
628920,0.638540005
661740,0.861822105
727280,0.726437124
530700,0.413270308
563470,0.511177142
366910,0.5540859
563550,0.687401429
694730,0.396886182
727510,0.796608479
661990,0.289003154
367080,0.651305903
596470,0.713330773
694790,0.872257653
727640,0.546456971
268910,0.438699046
596630,0.764440291
596640,0.751459536
629430,0.442198944
268990,0.501593116
629440,0.516330259
662210,0.21171428
531140,0.371141301
760560,0.734430589
498500,0.608293388
727910,0.544636009
596870,0.70772611
629650,0.410658369
564160,0.472950785
629840,0.494778366
466130,0.601660905
630020,0.468122163
630060,0.691534655
695650,0.552391036
761280,0.549582685
368070,0.438905767
663060,0.581639352
663090,0.638930449
663110,0.670668503
663130,0.454893535
269950,0.503952631
663200,0.616546941
564900,0.484525333
532170,0.757749528
532190,0.335135055
433900,0.861822105
565020,0.526141525
696140,0.746706775
663380,0.570939035
663390,0.612761196
466810,0.743723216
434160,0.582210185
598070,0.709287504
499890,0.600973764
696500,0.524814559
237850,0.321726209
598350,0.777826537
565660,0.528438641
434600,0.465311482
598440,0.620403239
729530,0.552052447
729580,0.765880977
598530,0.726437124
467470,0.782912002
729660,0.764344919
664180,0.781338289
533170,0.449630859
402130,0.526965186
631540,0.853915933
598820,0.755099622
467810,0.598459496
664430,0.591607978
566140,0.587359594
435100,0.58193426
500670,0.706830904
468000,0.637478398
664650,0.575793582
533580,0.530666762
631920,0.283901618
631980,0.796608479
632000,0.755397287
304390,0.316223129
632070,0.485867513
697610,0.522786346
730410,0.595487908
763230,0.826797971
599420,0.726930361
566670,0.64524579
304530,0.41398717
599480,0.764974077
533970,0.540654874
566780,0.335334251
665090,0.623927096
599560,0.564593718
763410,0.47970704
665120,0.696111194
501320,0.082256226
665180,0.677624475
566880,0.80690936
501350,0.675954032
697960,0.823956741
566900,0.708646314
534190,0.780528913
599750,0.743667457
534220,0.565207922
370440,0.576305003
665360,0.702057562
567060,0.611588406
567130,0.521332512
599900,0.59923245
763790,0.639847479
665490,0.796754551
599960,0.638792786
698300,0.572580134
567240,0.671036175
436180,0.374001316
698330,0.606354426
567260,0.706830904
632800,0.722259343
600090,0.546181693
731180,0.408371418
567340,0.696502695
600140,0.593650996
370800,0.441741851
665740,0.796754551
731320,0.552451918
501950,0.538218793
600280,0.620770695
665890,0.726437124
665960,0.70231597
567670,0.706830904
731590,0.550397494
600530,0.714306034
567780,0.547988326
600550,0.699661513
633320,0.80549551
502280,0.392229629
764500,0.693931533
502370,0.540432519
371310,0.638930449
633460,0.468045218
731770,0.66113739
469720,0.484571208
568040,0.690076586
731880,0.600647647
731910,0.162398114
731920,0.595487908
601010,0.578266048
535480,0.509821155
568250,0.625865424
568320,0.781338289
437250,0.394755269
568330,0.575793582
502800,0.323024591
502820,0.511177142
404530,0.573842789
240720,0.568337057
633940,0.590924035
633950,0.596923418
404590,0.361284491
568440,0.71917137
470170,0.593419916
470210,0.758650536
666860,0.385276529
634120,0.611324879
732430,0.595177268
535850,0.666794859
601420,0.671036175
372080,0.710430923
667010,0.45772779
568720,0.716893375
601490,0.587359594
601530,0.202616294
667120,0.621905502
568930,0.586636759
241300,0.621705736
601770,0.62861328
601790,0.743070035
765640,0.718488624
601810,0.586985646
503550,0.612557127
503560,0.723259116
700170,0.476293607
503580,0.740689358
405290,0.670044875
503620,0.62921253
634700,0.753059655
601940,0.623753149
536410,0.638792786
405340,0.506506316
602010,0.872257653
733090,0.782912002
667600,0.56563722
602070,0.782912002
471010,0.57790046
536560,0.399309212
602120,0.42589789
569360,0.679968147
569480,0.590482194
667800,0.726930361
569500,0.861822105
700660,0.716028047
733480,0.648944872
700740,0.356553767
635250,0.632634502
536950,0.640249192
602510,0.735980072
602520,0.491357812
733610,0.67822444
635310,0.494980524
438740,0.336289805
471550,0.355027557
668210,0.766440786
569940,0.57938371
733800,0.102296093
471700,0.60734589
635550,0.662612099
471810,0.506308287
570150,0.595028423
733990,0.640887939
635730,0.366256772
537430,0.544695284
570230,0.567402551
668630,0.729589193
603120,0.409846832
603140,0.751385859
603150,0.334900349
635940,0.56043603
341040,0.556319092
603260,0.489192452
767110,0.65123284
373930,0.528395949
603360,0.897783767
636150,0.829437592
505090,0.464692861
636170,0.67181924
734550,0.397969248
603530,0.520799263
538000,0.532595392
538070,0.653251059
570840,0.356319467
570860,0.545408064
636400,0.540310118
734750,0.548001044
570970,0.623957132
603750,0.591048787
603790,0.557830276
603800,0.383566069
702110,0.421627511
734910,0.619666897
603880,0.591474802
702190,0.510435515
407310,0.526277328
505630,0.628546582
603940,0.582744165
604000,0.725472574
702320,0.694177637
571260,0.343030733
341890,0.528985679
669580,0.43696916
669630,0.861822105
669660,0.675387647
636960,0.767639286
735280,0.737057642
669770,0.662160497
735350,0.56278485
571530,0.378051498
637100,0.375310168
342190,0.648112421
538810,0.184428448
538840,0.517138287
604450,0.641891123
571720,0.607298341
670060,0.861822105
670100,0.829437592
408030,0.647202515
637410,0.448366727
473610,0.575912284
604740,0.428590167
342640,0.573645503
572020,0.647789281
539270,0.698804005
539280,0.698804005
604830,0.705742148
539300,0.698804005
572180,0.782912002
539450,0.897783767
768840,0.513689298
408410,0.605242529
736110,0.636164009
637860,0.479728052
637880,0.773829094
375750,0.508660713
703430,0.615696615
736200,0.762439402
637960,0.737057642
539660,0.633184268
703510,0.486999116
605310,0.414032361
638110,0.61514437
670900,0.665640235
638160,0.316445673
703700,0.548276831
703700,0.548276831
671170,0.667747805
703940,0.359550017
703950,0.431087548
703980,0.412717973
703980,0.412717973
704040,0.614770249
736860,0.738686308
605830,0.597941144
605850,0.80690936
769690,0.544248251
671390,0.473086575
573130,0.605446756
573170,0.544248251
605990,0.775489185
573260,0.575014049
573300,0.782912002
540590,0.84137777
671670,0.741561067
638930,0.567826763
671700,0.629528178
540690,0.482126692
671800,0.664306884
573520,0.774499076
573530,0.725472574
573550,0.452237782
606330,0.473407523
639130,0.476565666
573600,0.426269282
606370,0.662299126
704690,0.564499873
639170,0.298648802
540900,0.75841951
409850,0.691748877
672000,0.758862525
606480,0.752399852
639300,0.769203205
573780,0.611023492
573800,0.691368324
475530,0.84137777
704910,0.409331605
442780,0.519966387
704950,0.796608479
639470,0.665198123
639490,0.461023103
606730,0.433231938
541210,0.668872352
541230,0.616511747
705070,0.744402297
574010,0.579770969
574050,0.451956302
508530,0.535003096
639650,0.532894844
574160,0.352292427
738020,0.567402551
606960,0.567978937
541450,0.802979526
738060,0.54550055
639790,0.541345375
574260,0.564593718
672640,0.324271239
672680,0.462376657
672730,0.539905525
574440,0.667804404
508980,0.324133575
672860,0.448542614
705640,0.706276356
574640,0.607673583
312520,0.613030875
476360,0.532794564
476420,0.625954731
673070,0.557104582
509250,0.655242298
312650,0.550496041
705870,0.836266502
312660,0.422784096
476540,0.45683524
607660,0.733061199
443880,0.667709332
673300,0.767129275
345630,0.532794564
640590,0.417759369
542290,0.577016529
706130,0.735878607
509560,0.534412467
607880,0.697492718
607890,0.571654637
411300,0.368465681
378540,0.362831748
739000,0.810005465
345860,0.516386131
444250,0.588134639
575330,0.588988009
509800,0.726310105
575400,0.505370222
575420,0.80690936
739260,0.561156252
542660,0.504780684
640990,0.506547414
378860,0.813560288
575480,0.633184268
575510,0.707283282
313390,0.50691572
575540,0.490426751
575550,0.633859656
575570,0.719100034
575590,0.744402297
673900,0.725870357
608370,0.357215768
510070,0.782912002
673940,0.461890345
575650,0.594948219
575700,0.897783767
215280,0.337327736
608510,0.650799444
608530,0.539378401
510240,0.753729637
543010,0.790569415
674130,0.845085818
575830,0.796608479
575840,0.686011722
543100,0.443910059
313780,0.681458547
575940,0.55648454
543180,0.68852933
575990,0.872257653
543240,0.549414372
543260,0.552065085
608800,0.608767137
510510,0.869626357
576100,0.751830193
739980,0.526563581
740040,0.413588778
674520,0.584868028
543460,0.338065647
576260,0.458170967
510730,0.454516073
576280,0.62861328
641860,0.718220596
576370,0.568246028
510850,0.737057642
576400,0.655879836
576420,0.690908906
641980,0.632922885
674750,0.471139732
445430,0.698256535
707580,0.40629591
740470,0.780528913
674940,0.605023951
543870,0.522546025
576660,0.564042693
675010,0.403795922
576720,0.647951595
740600,0.66341127
576810,0.525218573
576840,0.780003061
576860,0.711000934
445870,0.774499076
544330,0.694794238
708260,0.63760203
511660,0.598818413
577270,0.737057642
577290,0.688741393
347950,0.717463214
675630,0.738173244
577390,0.725615751
544630,0.447203042
610180,0.616779302
577460,0.620969959
577480,0.49366909
708580,0.590024399
380920,0.765789311
610310,0.671036175
512060,0.693283114
446550,0.755767218
741490,0.616546941
741500,0.672358532
446610,0.774995734
577690,0.701122533
512180,0.503167401
577730,0.765880977
643270,0.517143912
577740,0.836266502
741590,0.813184208
676120,0.402696019
741670,0.61322952
577850,0.737057642
446790,0.713107534
545130,0.796819073
577910,0.595055278
676240,0.427214665
577940,0.434818253
512410,0.597621279
512490,0.699360128
545270,0.777777778
610810,0.622644167
643620,0.42704291
414330,0.569865841
545410,0.801796538
676490,0.656885055
545430,0.678351032
643870,0.479526664
643880,0.387201044
447290,0.423130073
709450,0.744170478
545650,0.724359273
643960,0.515051398
545660,0.665380078
578430,0.624815514
676770,0.758402135
578470,0.72291047
381890,0.448693214
414700,0.417594438
644080,0.679119385
414740,0.452538132
611350,0.720248096
545830,0.552619263
644160,0.861822105
644200,0.436434499
545980,0.570937804
578830,0.683585981
611640,0.448693214
578900,0.307676626
578930,0.71870084
382330,0.650975137
480640,0.49070971
710030,0.486225487
382360,0.47732876
677280,0.71870084
611750,0.501698056
546220,0.289825087
415170,0.616921695
513480,0.733061199
579020,0.677296212
644570,0.624772643
579050,0.569175652
513550,0.70772611
579110,0.514618999
415300,0.490653381
579150,0.782912002
448170,0.449099694
612020,0.730668058
612070,0.591284118
579330,0.796608479
612100,0.534146544
612110,0.757111217
448290,0.692733033
415600,0.864692031
317370,0.561281821
743370,0.962250449
415880,0.653902334
645260,0.543269455
579780,0.442634708
743640,0.423531378
579820,0.511177142
612620,0.767333477
448800,0.505288245
678190,0.637955089
579940,0.621034428
645480,0.624318167
514460,0.700133756
448930,0.696502695
645630,0.6244998
514580,0.513098144
645690,0.587208306
580200,0.465620632
580200,0.465620632
678530,0.782912002
613010,0.825318731
645790,0.389276863
350880,0.851939484
645820,0.345680853
580300,0.796608479
514810,0.481196902
613270,0.598818413
514990,0.125818724
744420,0.734743143
744430,0.61049433
613390,0.519541859
613410,0.625865424
678970,0.559287756
580680,0.689411375
744520,0.565182252
547930,0.552391036
580710,0.59826916
449640,0.476410557
580720,0.901497872
580870,0.801796538
580890,0.782912002
646430,0.597040866
613670,0.633594322
711990,0.677624475
712000,0.579689372
712050,0.774995734
646530,0.532595392
581030,0.614334417
581060,0.853915933
646600,0.526927634
581100,0.861822105
548350,0.655898478
581120,0.376533044
548370,0.400679413
581230,0.545943854
581300,0.384517114
614100,0.813184208
646960,0.825318731
581520,0.600400788
548810,0.822945202
712770,0.726437124
712790,0.719355015
581760,0.688961695
712840,0.677624475
549000,0.751830193
549080,0.529150262
614630,0.601330201
745760,0.752399852
352550,0.448210729
549190,0.671036175
549240,0.872257653
745850,0.632851727
516480,0.829437592
680320,0.616154046
450950,0.541910821
549260,0.482365339
680340,0.666839237
549280,0.554286479
483770,0.089777575
745960,0.6278183
516600,0.087245903
614910,0.897783767
549390,0.897783767
582160,0.384034653
713260,0.675676142
615010,0.605450895
647830,0.372382369
615180,0.612505017
451340,0.49525968
647960,0.643957854
713530,0.520348925
582550,0.872257653
582560,0.671036175
549850,0.414107713
680980,0.491659469
549950,0.576078473
746570,0.764440291
386140,0.100497285
746620,0.173989102
386200,0.777826537
582810,0.738815179
550080,0.365968375
582960,0.851939484
582980,0.409358941
582990,0.74345695
517460,0.623453348
583040,0.591607978
746910,0.818700354
648630,0.309474944
550340,0.500278674
714240,0.507858654
681500,0.744480364
615970,0.651936671
484900,0.68745214
386620,0.403295269
616000,0.861822105
484930,0.455667163
550470,0.472019519
517780,0.489926939
616090,0.451254712
616110,0.725542424
550590,0.616200809
386770,0.363233186
616220,0.485838673
747310,0.569918137
616240,0.521967307
681780,0.775169058
747340,0.658037006
714580,0.45683524
518060,0.699150479
518130,0.636164009
550990,0.497813816
583760,0.782912002
747770,0.726437124
715010,0.470528945
616740,0.810005465
420180,0.421927564
584040,0.897783767
649580,0.539611769
649600,0.648381068
649640,0.575793582
551450,0.323096644
649790,0.765239596
485980,0.539358144
420520,0.499880313
584370,0.646679117
453310,0.666394944
453310,0.666394944
453310,0.666394944
617160,0.583109885
650000,0.464422638
650070,0.475058271
650110,0.618070046
584600,0.782912002
682910,0.678423097
682970,0.726437124
617440,0.547335875
552030,0.851939484
584800,0.547267233
420980,0.740742149
355460,0.751830193
421020,0.795070281
617660,0.686564865
650440,0.502025722
584930,0.666292199
683280,0.491411153
650570,0.471342703
552300,0.583669528
585080,0.389058981
552350,0.499094773
650670,0.543676568
355790,0.425852428
585180,0.662451778
552440,0.722096284
650750,0.353557517
650760,0.462664734
683530,0.72291047
552460,0.525853595
716340,0.722259343
585270,0.588134639
716400,0.442858036
585360,0.596271344
683670,0.826797971
552700,0.712655092
585550,0.456689858
716630,0.070114814
356190,0.418978347
388960,0.758862525
716650,0.394316535
683900,0.737057642
683930,0.718306733
552910,0.509524665
749520,0.503741838
552970,0.671160032
585880,0.715262406
585890,0.75654217
585900,0.573085422
585910,0.283618029
520380,0.564042693
651470,0.516721271
684250,0.794766526
618720,0.542319074
684270,0.475911022
684300,0.682041574
553260,0.500400481
586080,0.590924035
553320,0.468014272
455020,0.439982629
553340,0.58541477
586140,0.3459113
618970,0.447477027
553470,0.66902372
586240,0.376533044
586310,0.68070161
422500,0.756253536
586350,0.539884986
586390,0.575973414
684720,0.538872069
619210,0.628443748
684820,0.861822105
684870,0.686501117
357190,0.324580059
750450,0.592989116
652150,0.608845598
390030,0.58150132
553880,0.501146461
422810,0.428976981
652190,0.623927096
619490,0.72427822
553960,0.753257286
586750,0.805943128
521230,0.702141031
750660,0.636869833
619600,0.488933187
586880,0.829437592
521350,0.649592455
554150,0.468453082
586960,0.829437592
619740,0.649307894
586980,0.598650778
554220,0.542444337
586990,0.726930361
488690,0.769015354
587000,0.467658404
685310,0.531484736
750850,0.80690936
554330,0.782912002
619870,0.735878607
718180,0.528307131
619880,0.659932171
718200,0.577378197
619910,0.42966227
750990,0.565182252
587260,0.822945202
554510,0.66686505
587290,0.901497872
718370,0.625029303
521790,0.540432519
685680,0.521749195
620170,0.680031628
489110,0.633469923
587420,0.598070509
718500,0.712190759
751280,0.825318731
652980,0.606920277
489140,0.754399619
751300,0.698804005
587470,0.819372301
587490,0.526840981
554750,0.796819073
489260,0.632928323
685950,0.872257653
751500,0.29912881
653220,0.712190759
685990,0.861822105
587690,0.836266502
751590,0.633402071
522220,0.400004668
522230,0.452746256
587770,0.564042693
489570,0.653182531
686180,0.694515408
686190,0.382553477
555150,0.481904483
620700,0.557399306
686340,0.539508667
588110,0.491633552
588190,0.901497872
752050,0.446015814
489930,0.519156967
588240,0.541749078
391640,0.529889421
621080,0.564593718
588340,0.684891489
555580,0.772433287
719430,0.677624475
490080,0.71458549
653940,0.417363405
653950,0.764974077
588430,0.550364865
686740,0.361233197
326360,0.42401748
654090,0.490426751
490250,0.189269437
719640,0.442871814
588690,0.524441368
555950,0.442993797
654260,0.787020749
588730,0.758402135
523210,0.4367625
490450,0.580815961
490450,0.580815961
490450,0.580815961
654300,0.544491888
457760,0.519228624
392280,0.430164003
588890,0.805943128
556180,0.640512615
457890,0.640581416
720040,0.490465784
687310,0.509186244
621810,0.514814022
621830,0.665640235
720150,0.555938692
425240,0.426243868
523610,0.480629317
589150,0.726930361
720240,0.670669385
589200,0.655879836
720280,0.774995734
720290,0.751830193
425460,0.55724614
654850,0.476069676
359940,0.36850588
654880,0.511626021
622170,0.438838144
687750,0.696111194
654990,0.791248623
589460,0.676138882
622270,0.897783767
655040,0.791248623
589510,0.717302284
753360,0.598927001
589530,0.499640526
753380,0.68070161
687850,0.061638335
491280,0.414718796
556820,0.353219242
720670,0.698804005
622370,0.565634697
655160,0.66902372
556860,0.853915933
655170,0.487092428
589640,0.643182624
458600,0.829437592
687980,0.519313234
393080,0.498216728
589740,0.714306034
458680,0.450005252
524220,0.333867964
589760,0.358963606
