app_id,franchise_name,steamdb_score,pub_link,dev_link
497440,NA,45.26%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Quixel,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Quixel
497450,NA,76.60%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Mack+Art+Productions+Inc,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Shape+Space+VR
694130,NA,57.31%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=upjers,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=upjers
726910,NA,81.88%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Disney+Platform+Distribution%2C+Inc.,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=ILMxLAB
530370,NA,83.07%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Whippering,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Midipixel
726990,NA,84.44%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Paradise+Project,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=%E3%81%A8%E3%82%89%E3%81%84%E3%81%82%E3%82%93%E3%81%90%E3%82%8B%EF%BC%81
464850,NA,58.69%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Big+Ant+Studios,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Big+Ant+Studios
595930,2/name Acram,73.13%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Acram+Digital,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Acram+Digital
759800,NA,60.74%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Fables+of+Laetus,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Luis+Eduardo+Guedes+Martins
628750,2/name aMAZE,80.02%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Blender+Games,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Blender+Games
563250,NA,56.69%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=EJRGames,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=EJRGames
727090,NA,68.12%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Paradise+Project,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Tamamo+Studio
530510,NA,75.09%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Wolfray+Entertainment,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Wolfray+Entertainment
497800,NA,86.23%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Vulgat,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Vulgat
333990,NA,71.01%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=10x10+Room,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=10x10+Room
628920,NA,79.74%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Zetsubou,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Zetsubou
661740,NA,65.33%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Crescent+Moon+Games,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Crescent+Moon+Games
727280,NA,48.82%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=None,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Top+Shelf+Studios
530700,NA,50.40%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Bohemia+Interactive,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Bohemia+Interactive
563470,NA,57.31%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Limitless+Ltd,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Limitless+Ltd
366910,NA,60.62%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Daedalic+Entertainment,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Daedalic+Studio+West
563550,2/name Nevrosa,75.38%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=GexagonVR,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=GexagonVR
694730,NA,59.94%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Mobsoftware,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Mobsoftware
727510,2/name PsychoFlux Presents,63.60%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=PsychoFlux+Entertainment,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Gustav
661990,NA,76.78%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Arc+System+Works,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=EXAMU+Inc.
367080,NA,72.82%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Wizard+Fu,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Wizard+Fu
596470,NA,81.65%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Mark+Radocy,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Mark+Radocy
694790,NA,65.51%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Jamo+Games,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Jamo+Games
727640,2/name ШП,68.59%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Xitilon,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Xitilon
268910,NA,94.72%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Studio+MDHR+Entertainment+Inc.,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Studio+MDHR+Entertainment+Inc.
596630,NA,78.16%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=mibix,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=mibix
596640,NA,55.80%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Tunnel+Vision+Studio,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Tunnel+Vision+Studio
629430,NA,83.63%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=InvertMouse,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=InvertMouse
268990,NA,88.99%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Ska+Studios,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Ska+Studios
629440,2/name Henteko Doujin,87.11%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Henteko+Doujin,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Bikkuri+Software
662210,NA,87.04%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Crankage+Games,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Crankage+Games
531140,NA,68.18%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=The+Space,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Mez+Breeze
760560,NA,47.63%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=W.T.B.,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=CSM
498500,NA,77.32%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Crazyant,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Crazyant
727910,2/name Historical Experiences,56.35%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Interactive+Gaming+Studios,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Interactive+Gaming+Studios
596870,NA,76.99%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Cristian+Manolachi,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Oriplay
629650,NA,88.74%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Degica,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=KOGADO+STUDIO
564160,4/name PLAYISM,81.75%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=PLAYISM,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=%5Berka%3Aes%5D
629840,NA,72.12%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Krealit,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Krealit
466130,3/name PQube,74.11%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=PQube+Limited,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=SONNORI+Corp
630020,2/name Zodiac Interactive,70.59%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Zodiac+Interactive,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Light+%26amp%3B+Digital+Technology
630060,3/name 冷笑黑妖,89.38%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=%E5%86%B7%E7%AC%91%E9%BB%91%E5%A6%96,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=%E5%86%B7%E7%AC%91%E9%BB%91%E5%A6%96
695650,NA,61.06%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=%E6%B4%8B%E8%91%B1%E5%A4%B4%E7%A7%91%E6%8A%80,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=%E6%B4%8B%E8%91%B1%E5%A4%B4%E7%A7%91%E6%8A%80
761280,2/name Chronicles of Ottrea,68.19%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Harry+Gill,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Harry+Gill
368070,2/name Sniper Ghost Warrior,63.33%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=CI+Games,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=CI+Games
663060,NA,45.04%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Yaka,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Yaka
663090,NA,58.24%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=IMCGAMES+Co.%2CLtd.,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=IMCGAMES+Co.%2CLtd.
663110,NA,55.34%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Fedorov+Ilya+%26+Andrew+Konovalov,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Fedorov+Ilya+%26amp%3B+Andrew+Konovalov
663130,NA,69.79%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Degica,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=CITY+CONNECTION
269950,NA,88.86%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Laminar+Research,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Laminar+Research
663200,NA,42.32%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Ignibit,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Ignibit
564900,NA,40.42%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Man+Hockey,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=NHLislive
532170,NA,78.90%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=rologfos,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=rologfos
532190,NA,87.18%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Loren+Lemcke,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Loren+Lemcke
433900,NA,56.56%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=rocketship,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=rocketship
565020,NA,39.51%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=SubaGames,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=PixelSoft
696140,NA,84.08%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Mad+Mimic,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Mad+Mimic
663380,NA,68.99%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=BKOM+Studios,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=BKOM+Studios
663390,NA,50.65%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=LAN+-+GAMES+LTD,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=LAN+-+GAMES+LTD
466810,NA,87.33%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=NVLMaker,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=%E5%BC%80%E6%B0%B4%E5%B7%A5%E4%BD%9C%E5%AE%A4
434160,NA,72.39%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=MadGearGames,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=MadGearGames
598070,2/name Nevrosa,80.70%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=GexagonVR,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=GexagonVR
499890,NA,79.01%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Mad+Fellows,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Mad+Fellows
696500,NA,29.25%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Bubel+Studio,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Bubel+Studio
237850,NA,80.40%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Red+Thread+Games,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Red+Thread+Games
598350,NA,74.61%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Marjupi+Games,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Paul+Bird
565660,NA,57.80%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=JMJ+Interactive,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=JMJ+Interactive
434600,NA,56.14%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Deadline+Soft,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Deadline+Soft
598440,NA,66.44%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Crania+Games,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Crania+Games
729530,NA,70.24%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Winged+Cloud,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Winged+Cloud
729580,NA,69.65%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Malzbie+Games,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Malzbie+Games
598530,NA,72.42%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Naev+Team,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Naev+Team
467470,NA,79.05%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Actual+Humans,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Actual+Humans
729660,2/name NukGames,80.68%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=NukGames,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=NukGames
664180,2/name indienova,91.41%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=indienova,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Hen+Wen+Studio
533170,NA,44.47%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Bartosz+Bojarowski,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Bartosz+Bojarowski
402130,NA,52.29%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Strategy+First,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Kylotonn
631540,2/name tinyBuild,44.64%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=tinyBuild,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=T4+Interactive
598820,NA,50.84%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=GAMES+in+FLAMES+,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=TG+Nord
467810,NA,82.29%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Dashing+Strike,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Dashing+Strike
664430,3/name WWE 2K,51.55%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=2K,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Visual+Concepts
566140,NA,59.42%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=TarbuttonStudio,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=TarbuttonStudio
435100,2/name Nacon,71.45%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Nacon,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Gloomywood
500670,NA,82.19%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Raw+Fury,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=E-Studio
468000,NA,41.85%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=BANDAI+NAMCO+Entertainment,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Mojo+Bones
664650,NA,57.76%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Canuck+Play+Inc.,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Canuck+Play+Inc.
533580,NA,78.75%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Blake+Garner,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Blake+Garner
631920,2/name Mykhail Konokh,60.74%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Mykhail+Konokh,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Mykhail+Konokh
631980,NA,64.25%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=teedoubleuGAMES,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=teedoubleuGAMES
632000,NA,79.92%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Matthew+Brown,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Matthew+Brown
304390,NA,65.98%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Ubisoft,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Ubisoft+Montreal
632070,NA,75.20%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Act+3+Games%2C+LLC,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Act+3+Games%2C+LLC
697610,NA,80.45%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Upturn+Games,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Upturn+Games
730410,NA,54.03%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Hamsters+Gaming,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Hamsters+Gaming
763230,NA,79.74%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Wooden+Shoes+Games,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Wooden+Shoes+Games
599420,NA,64.08%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Applemint,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Applemint
566670,NA,82.53%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Sometimes+You,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Willz
304530,NA,59.27%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Deep+Silver,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Deep+Silver+Volition
599480,NA,62.92%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Weixi+Studio,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Weixi+Studio
533970,NA,80.12%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Google,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Google
566780,NA,67.41%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Arrowiz,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Arrowiz
665090,NA,74.15%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Restory+Studio,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Restory+Studio
599560,2/name AM Hidden Object Games,67.99%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Artifex+Mundi,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Brave+Giant+LTD
763410,NA,83.95%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Doborog+Games,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Doborog+Games
665120,NA,74.12%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Linkflag+Studio,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Linkflag+Studio
501320,5/name Kitfox Games,68.11%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Kitfox+Games,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Jongwoo+Kim
665180,NA,86.09%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Paradise+Project,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=ONEONE1
566880,NA,76.45%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Pocket+Money+Games+,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Pocket+Money+Games
501350,NA,72.59%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Pocket+Money+Games+,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Pocket+Money+Games
697960,NA,52.59%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Play+Spirit+Limited,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Play+Spirit+Limited
566900,NA,80.28%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Pocket+Money+Games+,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Pocket+Money+Games
534190,NA,75.85%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=White+Sparkle+Games,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=White+Sparkle+Games
599750,NA,80.35%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Kremlingames,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Kremlingames
534220,NA,64.28%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Fate+Dragon+Studio,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Fate+Dragon+Studio
370440,NA,58.11%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Artcom+FZC,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Oldmoustache+Gameworks
665360,NA,74.09%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Lighthouse+Games+Studio,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Lighthouse+Games+Studio
567060,NA,72.55%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Kazakov+Oleg,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Kazakov+Oleg
567130,NA,75.61%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Clockwork+Wolf,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Barry+McCabe
599900,NA,50.82%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Modulesden,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Lapusanu+Patriciu
763790,NA,80.19%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=sumalab,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=sumalab
665490,NA,83.33%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Random+Seed+Games,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Random+Seed+Games
599960,NA,67.41%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Team+Shuriken,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Team+Shuriken
698300,NA,73.92%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=For+Kids,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=For+Kids
567240,2/name Drawn,65.51%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Big+Fish+Games,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Big+Fish+Studios
436180,NA,51.64%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Mercury+Steam+Entertainment+s.l.,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=MercurySteam
698330,NA,71.39%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=For+Kids,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=For+Kids
