app_id,franchise_name,steamdb_score,pub_link,dev_link
705640,NA,51.10%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=JaudaLabs,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=JaudaLabs
574640,NA,64.80%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=RandomSpin,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=RandomSpin
312520,NA,85.82%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Adult+Swim+Games,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Videocult
476360,NA,80.78%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Ragequit+Corporation,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Ragequit+Corporation
476420,NA,76.35%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Culture+Select,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=illuCalab
673070,NA,74.68%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Leiting+Interactive,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Leiting+Interactive
509250,NA,82.29%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Electric+Hat+Games+LLC.,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Electric+Hat+Games+LLC.
312650,NA,71.27%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Rebellion,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Rebellion
705870,NA,79.08%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Gaugepunk+Games,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Gaugepunk+Games
312660,NA,87.99%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Rebellion,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Rebellion
476540,NA,87.97%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Google+Inc.,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Google+Inc.
607660,NA,67.06%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Hardtalk+Studio,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Hardtalk+Studio
443880,NA,64.06%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Hollow+Ponds,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Hollow+Ponds
673300,NA,82.17%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Sinclair+Strange,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Sinclair+Strange
345630,NA,84.32%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Frontwing+USA,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Frontwing
640590,NA,82.53%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Warner+Bros.+Interactive+Entertainment,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Traveller%27s+Tales
542290,NA,83.04%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=MangaGamer,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Circus
706130,NA,79.23%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=George+Batchelor,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=George+Batchelor
509560,NA,65.33%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=www.Spellbook.com,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Spellbook
607880,NA,73.23%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=BANDAI+NAMCO+Entertainment,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=ARTDINK+CORPORATION
607890,2/name BANDAI NAMCO Entertainment,79.03%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=BANDAI+NAMCO+Entertainment,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=AQURIA
411300,NA,73.38%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=THQ+Nordic,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Piranha+Bytes
378540,2/name Focus Home Interactive,73.27%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Focus+Home+Interactive,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Deck13
739000,NA,72.01%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=SakuraGame,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=C.U.M%E5%8E%9F%E5%88%9B%E6%B8%B8%E6%88%8F
608000,NA,81.17%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=LIFE+VR,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=8i
345860,2/name New Blood Interactive,78.64%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=New+Blood+Interactive,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Synset
444250,NA,61.94%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Mojang,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Mojang
575330,2/name Vile Monarch,79.77%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Good+Shepherd+Entertainment,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Vile+Monarch
509800,NA,57.80%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=KEXBOY,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=KEXBOY
575400,NA,75.50%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=gearspecs,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=gearspecs
575420,NA,74.20%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Viacom+NEXT,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Gentle+Manhands
739260,3/name PsychoFlux Presents,84.18%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=PsychoFlux+Entertainment,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Hijong+Park
542660,NA,74.19%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Skandivania+Games+,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Skandivania+Games
640990,NA,79.24%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=MangaGamer,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Kalmia8
378860,NA,78.01%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=BANDAI+NAMCO+Entertainment,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Slightly+Mad+Studios
575480,NA,83.65%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Sekai+Project,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=madosoft
575510,2/name Sakura,69.78%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Winged+Cloud,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Winged+Cloud
313390,2/name PLAYISM,72.98%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=PLAYISM,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Project+ICKX
575540,NA,45.98%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Kakao+Games+Corp.,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=KakaoVX
575550,NA,85.11%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Athena+Works,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Athena+Works
575570,NA,64.72%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=AneaGames,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=AneaGames
575590,NA,79.45%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=DrinkingNails%2C+LLC,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=DrinkingNails%2C+LLC
673900,NA,57.73%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=WaVR,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=WaVR
608370,NA,67.04%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Player+Of+Music+Technology+Co.%2CLtd,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Player+Of+Music+Technology+Co.%2CLtd
510070,NA,70.33%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Frizzank,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Frizzank
673940,NA,45.92%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=101XP,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=TeamTop+Games
575650,NA,80.19%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Kyuppin,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Kyuppin
575700,NA,57.27%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Mihai+Morosanu,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Mihai+Morosanu
215280,2/name Funcom,66.46%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Funcom,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Funcom
608510,NA,77.13%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Seemingly+Pointless,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Seemingly+Pointless
608530,NA,53.56%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Abyss+Gameworks,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Abyss+Gameworks
510240,NA,74.16%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=MixedBag+Srl,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=MixedBag+Srl
543010,NA,61.75%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=V7+Entertainment+Inc.,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=V7+Entertainment+Inc.
674130,NA,75.50%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Michael+McCartney,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Michael+McCartney
575830,NA,58.13%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Sometimes+You,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=ChairKilling
575840,NA,49.66%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Sometimes+You,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Duck
543100,NA,66.69%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Worm+Animation,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Worm+Animation
313780,2/name Iceberg Interactive,76.64%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Iceberg+Interactive,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Zoetrope+Interactive
575940,NA,77.90%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Sungazer+Software,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Sungazer+Software
543180,NA,60.43%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Atypical+Games,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Atypical+Games
575990,NA,72.86%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Warlock+Arts,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Warlock+Arts
543240,NA,76.77%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=KADOKAWA+GAMES%2C+LTD.,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=KADOKAWA+GAMES%2C+LTD.
543260,2/name Dotemu,82.26%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Dotemu,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Lizardcube
608800,NA,73.64%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Muse+Games,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Muse+Games
510510,3/name WWE 2K,61.15%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=2K,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Visual+Concepts
576100,NA,70.81%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=4+Fun+Studio,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=4+Fun+Studio
739980,NA,75.37%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Violet+Feature,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Violet+Feature
740040,2/name Joure Visser,79.60%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Joure+Visser,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Joure+Visser
674520,NA,87.84%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=sebagamesdev,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=sebagamesdev
543460,2/name Dead Rising,53.70%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Capcom,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Capcom+Game+Studio+Vancouver%2C+Inc.
576260,NA,59.91%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Hermes+Interactive,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Hermes+Interactive
510730,NA,54.69%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Grimoire+Games,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Grimoire+Games
576280,NA,74.44%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=KatsMakesGames,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=KatsMakesGames
641860,NA,77.90%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Vashta+Entertainment,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Vashta+Entertainment
576370,NA,64.76%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=IKINA+GAMES,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=IKINA+GAMES
510850,NA,62.19%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Fusion+Media+Group,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=FMG+Labs
576400,2/name Neoclassic Games,68.52%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Neoclassic+Games,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Neoclassic+Games
576420,NA,84.73%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=IBOLOGY+LLC,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=IBOLOGY+LLC
641980,NA,75.43%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Battle+Blockyverse+Studios,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Battle+Blockyverse+Studios
674750,2/name Awesome Games Studio,79.53%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Awesome+Games+Studio,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Awesome+Games+Studio
445430,NA,73.27%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=JAST+USA,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Xuse
707580,NA,72.16%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Fallen+Planet+Studios,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Fallen+Planet+Studios
740470,NA,71.33%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Team+DOTS,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Team+DOTS
674940,2/name landfall,91.80%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Landfall,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Landfall+West
543870,2/name FRANCHISE,83.90%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=BANDAI+NAMCO+Entertainment,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=CyberConnect2+Co.+Ltd.
576660,NA,38.40%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Displacement+Studios,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Displacement+Studios
675010,NA,86.89%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Focus+Home+Interactive,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Saber+Interactive
576720,NA,65.00%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Total+Creations,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Hermann+Fischer
740600,NA,62.05%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=+Volha,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Volha
576810,NA,71.77%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Vogelf%C3%A4nger,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Vogelf%C3%A4nger
576840,NA,75.59%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Chun+Y.,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Chun+Y.
576860,NA,52.54%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Elkibe+Games,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Team+Summer+Nightmare
445870,4/name tinyBuild,60.76%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=tinyBuild,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Bread+Team
544330,NA,76.30%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Secret+Mode,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Sumo+Digital
708260,NA,75.88%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Elknight,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Elknight
511660,NA,60.73%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Digital+Fusion+Inc.,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Digital+Fusion+Inc.
577270,NA,77.41%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Sorasu+Software,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Sorasu+Software
577290,NA,78.73%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=4+I+Lab,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=4+I+Lab
347950,NA,63.34%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Spiele-Palast+GmbH,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Spiele-Palast+GmbH
675630,NA,57.22%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Emerson+Design%2C+Inc.,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Emerson+Design%2C+Inc.
577390,NA,73.76%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Deathink,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Deathink
544630,NA,47.49%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=H2+Interactive+Co.%2C+Ltd.,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Arc+System+Works
610180,2/name Jackbox Games,89.50%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Jackbox+Games%2C+Inc.,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Jackbox+Games%2C+Inc.
577460,NA,55.15%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Senpai+Studios,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Warfare+Studios
577480,2/name When They Cry,89.18%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=MangaGamer,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=07th+Expansion
708580,3/name The Exorcist: Legion VR,70.16%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=LegionVR%2C+LLC,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Wolf+%26amp%3B+Wood+Interactive+Ltd
380920,NA,77.59%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Donley+Time+Foundation,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Donley+Time+Foundation
610310,NA,75.93%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=EvilCoGames,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=EvilCoGames
512060,NA,87.08%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=DEVGRU-P,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=DEVGRU-P
446550,2/name Zen Studios,69.72%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Zen+Studios,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Zen+Studios
741490,NA,43.29%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Forever+Entertainment+S.+A.,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=MMEU
741500,NA,59.33%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Minimal+Lab,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Minimal+Lab
446610,NA,52.61%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Dharker+Studios+Ltd,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Dharker+Studio
577690,NA,89.55%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Albino+Moose+Games,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Albino+Moose+Games
512180,NA,90.73%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=D3+PUBLISHER,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Red+Entertainment
577730,NA,70.18%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=NewProject,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=MTR
643270,NA,91.46%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Creability,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Creability
577740,NA,61.97%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=GrabTheGames,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Heaven+Brotherhood
741590,NA,71.54%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Home+Net+Games,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Home+Net+Games
676120,NA,51.44%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=GUANGZHOU+SEALY+ELECTRONIC+TECHNOLOGY+CO.%2C+LTD,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=GUANGZHOU+SEALY+ELECTRONIC+TECHNOLOGY+CO.%2C+LTD
741670,2/name Easy Red,76.32%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Corvostudio+di+Amadei+Marco,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Marco+Amadei
577850,NA,69.94%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Wonder+Assembly,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Wonder+Assembly
446790,NA,62.15%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Good+Shepherd+Entertainment,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Arachnid+Games
545130,3/name Nacon,46.34%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Nacon,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Umix+Studios
577910,NA,76.61%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=2Dream,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Hucast+Games
676240,NA,79.84%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=S.C.+16+BIT+NIGHTS+S.R.L.,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=cavalie_ro
577940,NA,87.81%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Xbox+Game+Studios,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Iron+Galaxy
512410,NA,37.02%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Trinity+Project,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Wadup+Games
512490,NA,89.66%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Sad+Spaghetti+Entertainment,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Sad+Spaghetti+Entertainment
545270,NA,68.35%,https://steamdb.info/search/?a=app_keynames&keyname=241&operator=3&keyvalue=Mad+Dog+Games%2C+LLC,https://steamdb.info/search/?a=app_keynames&keyname=23&operator=3&keyvalue=Saber+Interactive
